RecordID,d_1,d_15,d_16,d_2,d_20,d_21,d_3,d_4,d_5,d_6,d_7,d_8,Intention_to_leave,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_2,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_3,q_30,q_31,q_32,q_33,q_34,q_35,q_36,q_37,q_38,q_39,q_4,q_40,q_41,q_42,q_43,q_44,q_45,q_46,q_47,q_48,q_49,q_5,q_50,q_51,q_52,q_53,q_54,q_55,q_6,q_7,q_8,q_9
4834,4,1,4,1,,2,1,2,12,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,,,1,,,,1,1,2,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1
4835,5,2,4,1,,1,2,2,1,2,2,1,0,2,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,,,1,,,,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,3,2
4836,3,3,4,1,6,2,2,1,1,1,1,1,0,2,3,3,1,2,1,2,2,3,2,2,3,2,2,4,3,2,3,2,,,1,,,,2,1,3,2,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,4,2,2,1,2,1,3,4,3,2
4837,2,2,4,1,,3,2,2,,2,1,1,0,1,5,2,1,2,1,5,1,2,5,2,2,2,1,1,1,1,1,2,,,1,,,,1,1,1,2,1,2,1,2,4,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,4,1,2
4838,4,4,4,1,3,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2
4839,3,4,4,1,25,2,2,2,1,1,2,3,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,2,1,1,2,1,5,1,1,4,1,1,1,1
484,4,3,4,2,34,1,2,2,1,1,2,,0,4,4,2,2,4,2,4,3,2,3,1,3,2,2,4,2,1,1,1,,,2,,,,1,1,4,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,3,3,4,1
4840,3,1,,1,,5,,,14,2,,,1,3,5,5,3,4,5,3,4,5,3,3,3,5,2,4,3,4,2,5,,,1,,,,3,3,2,2,4,3,2,3,3,2,4,4,4,5,4,4,4,3,3,5,3,3,5,4,3,3,3,3,2
4841,5,4,4,1,1,1,1,2,1,1,1,1,0,2,1,2,1,4,2,2,3,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,3,2,2,4,1,2,2,1
4842,6,4,,1,6,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,3,1,1,1,1,,,1,,,,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,4,1,1,2,2,2
4843,3,5,,1,6,1,1,1,1,1,2,1,0,2,3,3,2,1,4,4,3,3,2,1,2,3,4,2,2,3,2,3,1,3,1,2,2,4,2,3,2,2,2,2,1,2,5,4,3,5,4,4,4,4,3,4,2,5,4,1,4,5,3,2,3,3,1
4844,2,1,4,1,,2,2,2,1,2,2,1,0,2,2,2,1,2,2,1,2,3,3,1,3,1,2,4,1,2,1,1,,,1,,,,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,3,2,1,2,2,1,2,2,2,2,3,2,1
4845,2,3,4,1,25,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,,,1,,,,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4846,2,2,4,1,6,1,2,2,1,2,2,1,0,2,4,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,,,1,,,,2,2,2,3,1,1,1,1,1,1,2,1,2,3,2,1,1,2,1,3,1,1,2,2,2,1,1,3,1
4847,3,5,4,1,3,2,2,2,1,1,1,1,1,5,3,5,4,4,4,5,5,5,5,1,5,5,5,3,3,4,5,5,4,3,1,4,5,4,4,5,4,5,4,4,2,4,5,2,3,4,4,5,5,5,4,5,3,5,3,4,5,4,5,4,5,5,2
4848,3,4,4,1,6,1,2,2,,2,2,1,1,2,2,4,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,1,,,1,,,,2,1,2,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1
4849,2,3,4,1,6,2,,2,1,2,2,1,0,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2
485,6,8,4,1,6,2,2,2,1,2,2,1,0,1,1,2,2,1,1,1,1,2,2,1,1,5,1,2,1,1,1,2,,,2,,,,2,1,1,2,1,2,2,1,1,1,1,1,1,5,1,1,1,5,2,5,2,1,1,5,5,1,2,5,2
4850,3,5,4,2,26,1,2,2,1,2,1,,1,1,1,1,1,2,1,4,2,1,2,3,2,3,2,3,2,1,1,2,,,2,,,,2,1,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,3,1,2,3,1,1
4851,4,5,,1,6,4,1,2,1,2,2,1,1,2,2,3,2,2,3,2,4,4,4,2,3,3,3,2,3,2,3,2,,,2,,,,2,2,2,2,3,3,1,2,3,3,3,2,2,2,3,3,2,3,1,3,3,2,3,4,5,3,3,4,1
4852,3,5,2,1,25,5,2,2,1,1,1,2,0,4,2,1,5,2,2,5,2,2,2,2,1,4,5,3,2,2,1,2,,,1,,,,2,4,2,1,1,2,1,1,2,2,4,5,4,4,2,4,4,4,1,2,5,5,2,5,5,1,4,5,4
4853,5,2,4,1,6,4,2,2,14,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4854,2,1,4,1,,4,2,2,1,2,1,,0,3,1,2,1,1,4,1,2,1,1,2,3,1,1,1,1,2,1,1,,,2,,,,2,1,1,3,3,2,1,3,3,4,1,1,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,3,1
4855,3,4,,1,25,,,,,1,,2,1,4,2,2,2,3,4,4,4,4,4,2,4,2,2,3,3,4,5,5,,,2,,,,2,3,4,4,2,4,4,2,3,2,2,2,2,4,2,3,4,4,2,2,2,2,2,3,5,2,3,4,2
4856,2,4,4,1,1,2,2,2,1,2,1,1,1,5,4,2,2,5,4,2,4,5,4,2,2,4,2,4,5,4,1,4,,,2,,,,5,2,4,4,2,4,1,4,4,2,5,5,5,5,2,5,5,5,1,5,4,4,5,5,5,2,4,5,1
4857,5,8,4,1,6,2,2,2,1,2,2,1,0,5,1,5,1,3,1,1,5,5,5,1,1,5,5,3,1,2,1,1,,,1,,,,5,1,5,1,1,5,5,1,5,4,1,5,5,5,5,5,3,5,1,5,5,5,4,5,5,3,5,5,1
4858,3,2,4,1,1,4,,2,9,2,2,1,1,1,4,4,1,1,1,2,4,1,4,1,4,4,1,3,1,4,1,1,2,2,1,4,1,1,1,1,5,1,4,1,1,2,2,4,5,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,4,4,1
4859,5,3,4,1,7,1,,1,1,2,2,1,0,4,3,1,1,3,2,2,2,1,1,1,1,1,3,1,3,3,3,3,3,3,1,3,3,3,2,3,3,1,1,2,2,1,1,1,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,2,3,1
486,4,2,4,2,26,2,2,2,1,2,2,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4860,2,3,4,1,6,2,2,2,1,2,1,1,0,5,2,5,1,5,1,5,4,5,4,2,5,4,5,3,1,4,1,1,3,2,2,4,5,4,4,1,5,4,4,5,2,3,5,3,2,2,2,5,3,1,1,5,1,4,1,4,5,5,5,2,4,5,1
4861,5,5,4,1,6,2,1,2,1,2,2,1,1,4,2,1,4,2,2,2,4,2,4,2,2,4,4,2,2,2,2,2,,,2,,,,2,2,2,4,1,2,2,3,2,1,2,2,2,4,3,2,2,4,2,4,4,2,2,4,2,2,2,4,2
4862,4,2,,1,7,5,2,2,,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,,,1,,,,1,3,2,1,1,1,1,1,1,4,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1
4863,5,4,4,1,6,1,1,2,1,2,2,1,0,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4864,5,5,4,1,,1,2,2,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4865,2,2,,1,7,2,,2,,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
4866,2,1,4,1,7,1,2,1,1,2,1,1,0,2,1,2,1,2,1,2,1,5,1,2,1,2,1,1,2,2,1,2,,,1,,,,1,1,2,1,1,1,1,1,1,1,4,3,2,3,3,4,1,4,1,5,5,1,4,2,5,2,3,1,1
4867,3,5,4,1,25,2,2,2,1,1,1,3,1,4,3,2,3,3,3,3,3,2,3,2,2,3,2,1,2,3,3,2,2,2,2,2,2,2,3,2,4,3,2,2,2,2,3,3,2,2,3,3,2,3,2,4,1,4,2,4,3,3,4,2,2,2,2
4868,5,2,4,1,6,1,2,2,1,2,2,1,0,2,1,1,1,1,3,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,4,1,1,2,2,3,1,1,5,1
4869,2,1,4,1,6,2,2,2,1,1,2,1,1,1,5,5,2,2,5,2,2,4,1,2,2,3,2,2,3,3,4,5,,,2,,,,2,5,2,2,5,4,1,3,4,1,1,1,2,4,2,4,1,2,2,4,1,2,2,3,2,3,3,5,2
487,2,4,4,1,25,5,2,2,1,1,1,3,1,2,5,4,5,4,2,2,1,1,2,1,4,2,4,3,1,1,1,1,1,3,2,1,2,1,2,1,1,2,2,4,1,1,2,2,3,1,1,2,4,1,1,2,1,5,3,4,3,1,4,3,1,4,2
4870,2,2,4,1,7,1,2,2,1,1,1,1,0,1,1,2,1,5,1,2,2,1,5,1,4,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,4,4,2,2,1,2,1,4,2,1,1,1,2,1,1,1,2,4,1,1,1,1,4,3,2,4,1
4871,3,1,4,1,,1,2,2,1,2,2,1,0,1,1,2,1,1,2,1,2,2,1,1,1,1,2,4,1,1,1,1,,,1,,,,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1
4872,2,2,,1,6,1,2,2,1,1,,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,5,3,1,1,5,1,1,1,1,5,5,5,4,5,5,3,1,5,5,5,1,1,3,1,1,2,1
4873,4,1,,1,7,3,,2,1,2,2,1,0,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1
4874,2,2,,1,,,2,2,,2,2,1,0,4,4,4,2,1,2,1,1,1,2,1,4,1,2,1,1,1,1,1,,,2,,,,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,4,2,2,4,1,2,1,2,2,2,4,1
4875,2,2,4,1,6,2,2,2,1,2,1,1,1,4,4,2,1,2,2,1,4,1,3,1,2,2,1,1,3,4,5,4,4,1,1,4,4,4,2,4,1,2,3,1,1,2,2,3,2,4,2,2,2,2,2,4,3,4,1,1,4,4,5,2,2,4,1
4876,2,1,4,2,26,6,2,2,1,2,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1
4877,1,2,4,1,7,3,2,2,1,2,2,1,0,1,2,1,1,2,1,1,2,2,1,2,1,3,2,4,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,1,2,2,3,1,2,1,2,2,1,2,2,1,1,2,2,3,2,2,4,2,2,2,1
4878,5,4,4,1,6,2,1,2,1,2,2,1,0,1,1,1,1,2,1,3,3,3,2,1,1,2,1,4,1,1,1,1,,,1,,,,1,1,1,3,1,2,4,2,1,1,3,4,3,5,3,4,2,2,1,5,4,4,3,2,4,1,1,5,2
4879,1,2,4,1,6,1,2,2,1,2,2,1,0,2,1,2,2,1,1,1,1,2,1,1,2,1,2,4,1,1,1,2,,,1,,,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1
488,2,3,,2,34,1,2,2,1,1,5,,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,3,1,2,1,1,,,1,,,,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,4,2
4880,2,2,4,2,34,2,2,2,1,1,2,,1,5,3,3,5,2,4,5,3,4,4,2,4,4,3,3,2,3,3,3,,,2,,,,2,3,4,5,4,4,3,3,3,4,5,4,2,2,3,4,3,4,4,4,4,3,4,4,3,5,3,5,2
4881,3,2,,1,7,4,,,,2,,1,0,5,5,1,2,5,5,1,5,5,5,1,3,3,5,3,5,5,3,2,,,2,,,,1,3,1,4,3,5,1,3,5,3,5,3,5,3,3,2,4,5,5,3,5,1,5,5,3,3,5,5,5
4882,2,2,4,1,,2,2,2,1,2,1,1,0,1,4,4,2,2,2,1,1,3,2,1,1,2,3,2,1,2,2,2,,,2,,,,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,2,5,3,2,2,3,1
4883,5,7,4,1,6,5,2,2,14,2,2,1,0,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,3,1
4884,6,2,,1,6,1,1,2,1,2,,1,0,3,2,3,2,2,2,2,3,3,3,2,2,3,2,4,2,3,2,3,,,2,,,,2,2,2,3,1,2,4,3,3,1,3,3,2,4,3,2,2,4,2,4,2,4,2,4,4,2,2,3,2
4885,4,3,4,1,1,1,2,2,1,2,2,1,0,1,1,3,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,2,2,1,1,1,1,1,4,1,3,3,4,3,3,2,3,1,5,2,1,2,2,3,1,1,3,1
4886,3,4,4,1,,1,2,2,1,2,1,1,0,2,1,2,1,2,2,1,1,1,1,2,1,1,2,4,1,1,1,1,,,1,,,,1,1,1,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,3,1
4887,4,0,4,1,6,,1,2,,2,,1,0,1,1,2,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,3,1,1,1,1,3,1,1,1,1
4888,2,4,4,1,2,2,2,2,1,2,2,1,1,2,2,3,2,2,3,2,2,5,2,2,2,3,2,3,2,2,4,4,3,3,2,2,3,2,2,3,2,2,2,4,2,2,2,1,2,3,3,4,1,2,2,4,2,5,5,1,3,3,2,2,2,4,2
4889,4,8,4,1,6,,2,2,4,1,,1,1,4,2,4,2,2,2,5,2,4,3,2,2,4,2,4,2,3,2,3,3,2,2,2,4,4,2,3,3,3,4,2,4,4,4,2,2,1,3,5,2,1,2,4,2,4,4,4,2,4,5,4,2,4,2
489,4,5,4,2,26,2,2,2,1,2,2,,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
4890,3,1,,1,7,2,1,2,9,2,2,1,0,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
4891,5,2,4,1,6,2,2,2,1,1,2,1,0,1,2,2,1,2,3,2,2,3,4,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,3,2,2,2,2,2,2,1,2,1,2,1,2,3,3,1,1,2,2,3,2,1,2,2,2,4,2
4892,2,3,,1,6,2,,,,1,2,1,0,2,2,2,1,2,2,5,4,2,3,2,2,2,2,2,4,4,4,4,2,1,2,2,3,2,2,4,2,1,2,2,2,3,2,3,2,2,2,3,2,2,2,1,2,3,3,2,3,2,2,2,3,2,2
4893,5,2,,1,,2,1,2,,2,2,1,0,1,1,2,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,,,1,,,,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1
4894,5,2,2,1,,1,2,2,1,2,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4895,5,1,4,1,,2,1,1,1,2,1,,0,3,2,1,4,3,1,1,3,5,2,1,1,1,2,4,4,2,4,4,,,1,,,,1,4,3,1,1,2,1,1,3,4,2,2,3,5,5,4,5,5,1,5,5,1,4,4,2,3,2,4,1
4896,2,3,4,2,26,3,2,2,2,2,2,,0,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,,,1,,,,2,2,3,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2
4897,4,4,4,1,,5,2,2,1,1,1,,0,2,1,2,2,2,4,2,4,2,2,2,2,2,2,2,2,4,1,2,,,1,,,,2,4,2,2,2,1,1,2,2,1,2,2,2,4,2,2,1,5,2,5,1,2,2,4,5,1,2,4,1
4898,4,4,4,1,25,2,2,2,1,1,2,2,0,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,,,1,,,,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1
4899,3,1,4,1,,2,2,2,1,2,2,,0,1,1,2,4,2,1,1,2,1,2,1,1,2,2,4,2,1,1,1,,,1,,,,1,1,2,2,1,1,4,1,1,1,1,2,4,5,4,2,2,5,1,5,5,4,1,1,4,1,1,4,2
49,5,7,,2,26,1,2,2,,1,,,0,1,2,2,1,2,2,2,1,1,2,1,3,2,2,1,1,1,1,1,,,1,,,,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1
490,4,3,4,1,,1,2,2,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
4900,4,4,4,1,25,2,2,2,1,1,2,3,1,5,5,1,5,5,1,5,5,5,1,1,1,5,5,3,2,5,1,5,5,5,1,5,5,5,5,5,5,5,1,5,1,5,5,3,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4901,5,6,,1,6,3,,2,1,2,2,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1
4902,3,3,4,1,2,4,2,2,1,1,2,1,0,2,2,2,1,4,2,5,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1
4903,3,3,,1,7,2,2,2,,1,1,1,1,4,2,5,2,4,4,5,4,4,5,2,5,2,2,3,2,2,5,2,5,2,1,2,2,2,4,4,4,2,5,2,4,2,5,2,5,2,2,5,2,4,5,2,1,5,5,4,5,5,2,2,2,5,1
4904,1,2,4,1,6,2,2,2,1,2,2,1,0,5,5,5,1,1,1,1,4,2,1,1,2,1,2,2,1,2,1,2,4,1,1,2,1,5,1,1,2,5,1,1,2,1,1,1,4,1,1,5,5,2,2,5,1,4,3,2,5,1,1,1,1,1,2
4905,2,2,4,1,1,1,2,,1,2,2,1,0,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,3,2,3,,,2,,,,1,2,2,2,1,2,1,1,2,1,3,2,1,2,1,2,1,2,1,4,1,1,1,1,1,1,2,1,2
4906,2,1,4,1,,6,2,2,4,2,1,,1,3,3,2,1,2,4,2,3,1,2,2,3,1,2,4,3,2,1,2,,,4,,,,3,1,1,5,2,2,4,3,1,4,2,1,2,1,1,1,1,1,4,2,1,4,3,1,3,3,1,5,4
4907,2,1,4,2,26,5,2,2,14,2,2,,1,1,2,1,1,1,1,5,2,2,1,2,2,1,1,1,1,1,1,1,,,1,,,,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
4908,2,1,3,1,6,4,2,2,9,2,2,1,1,2,5,4,5,5,2,1,1,2,3,2,1,4,5,2,2,1,3,4,4,2,2,3,3,2,2,2,2,4,1,1,2,1,1,1,2,4,2,5,2,2,2,2,1,4,3,2,2,1,2,2,2,4,4
4909,3,2,4,1,7,3,2,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,,1,,,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1
491,5,5,4,1,,1,2,2,1,1,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
4910,2,1,4,1,6,4,2,2,11,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4911,2,2,4,1,,3,2,2,14,2,2,1,0,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,,,1,,,,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,3,1
4912,5,4,4,1,7,2,2,2,1,1,2,1,0,1,3,2,3,5,1,1,3,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,3,1,3,1,1,2,2,3,1,1,3,2
4913,0,5,,1,,,2,2,,1,,1,0,2,1,1,1,1,2,3,3,1,3,1,4,1,1,4,2,3,5,2,,,5,,,,1,5,1,1,4,2,1,2,2,4,1,1,4,1,1,2,1,4,1,1,1,1,1,5,1,3,1,5,1
4914,5,2,4,1,3,1,2,2,1,2,1,1,0,3,2,4,4,4,3,2,2,2,3,1,4,2,4,3,3,2,2,2,5,3,2,3,3,4,3,3,2,4,2,2,2,2,3,4,3,3,2,2,3,3,2,1,2,4,2,1,1,3,3,3,2,2,2
4915,2,2,,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,4,4,4,2,5,4,5,3,2,4,5,4,5,4,1,4,4,4,4,4,2,5,4,5,2,3,5,2,4,5,4,4,3,4,3,4,2,4,5,2,4,2,4,4,3,5,2
4916,2,2,4,1,6,5,2,2,6,2,2,1,0,1,1,2,1,1,1,1,2,3,2,1,1,2,3,1,2,5,5,2,1,2,1,2,3,2,5,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1
4917,2,4,4,1,,1,2,2,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5,5,1,3,1,3,1,5,1
4918,4,2,4,2,26,3,1,1,1,2,1,,0,1,3,1,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4919,6,2,4,1,,1,1,2,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
492,2,4,4,1,,3,2,2,10,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,2,3,1
4920,3,5,4,1,25,5,2,2,1,1,1,3,0,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
4921,4,4,4,1,6,3,2,2,12,2,1,1,1,3,2,1,1,1,1,3,2,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,4,2,2,2,2,2,1,1,2,1
4922,2,2,4,1,,2,2,2,4,2,1,1,0,1,5,5,1,1,1,1,1,1,1,1,5,1,2,4,1,1,1,1,,,1,,,,2,1,1,5,5,1,1,1,3,1,1,2,2,5,3,1,1,2,1,1,1,1,1,5,1,3,1,5,1
4923,4,1,4,1,25,4,2,2,1,1,1,3,0,3,1,2,1,3,2,2,4,2,4,2,3,3,4,3,2,2,2,1,1,1,1,1,1,1,4,2,4,2,3,3,2,2,2,2,3,1,2,2,2,2,2,2,2,2,3,2,2,4,3,4,3,4,1
4924,3,4,4,1,,1,2,2,10,2,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4925,6,4,4,1,6,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,2,1
4926,3,5,,1,6,3,1,2,1,2,2,1,1,5,2,5,1,5,4,5,4,5,5,1,5,4,4,3,5,5,5,5,,,2,,,,5,5,5,5,2,5,1,4,5,2,4,1,4,4,4,2,2,5,4,5,5,5,4,5,5,5,5,5,1
